Location,Address,City,STATE,Zip,Manufacturer,Year Built
First United Methodist Church,225 E Duval St/Office Blrm,Jacksonville,FL,32202,American Standard,1959
Miami Central Sr High,1781 Nw 95Th St/Miami Central Hs,Miami,FL,33147,Cleaver Brooks,1959
Miami Central Sr High,1781 Nw 95 St/Miami Centeral Hs,Miami,FL,33147,Cleaver Brooks,1959
Brownsville Middle School,4890 Nw 24Th Ave/Brownsville Ms,Miami,FL,33142,B.E. & S Co,1959
Brownsville Middle School,4890 Nw 24Th Ave/Brownsville Ms,Miami,FL,33142,B.E. & S Co,1959
Westward Elementary School,1101 Golf Ave/Cafe,West Palm Beach,FL,33401,Dewey Shepard,1959
Westward Elementary School,1101 Golf Ave/2Nd Flr Blr Rm,West Palm Beach,FL,33401,Dewey Shepard,1959
Gulf Beach Cleaners,200 75Th Avenue,St Petersburg,FL,33706,Lookout,1960
Baptist Hospital,8900 N Kendall/Blr Rm,Miami,FL,33176,Cleaver Brooks,1960
Good Samaritan Medical Center,1309 Flagler Dr/Blr Rm,West Palm Beach,FL,33401,Cleaver Brooks,1960
H & M Coin Laundry,1716 Okeechobee/Blr Rm,Ft Pierce,FL,34950,A O Smith Water Products Co,1960
Bishop Kenny High School,1055 Kingman/Blr Rm,Jacksonville,FL,32207,Dewey Shepard,1960
Bishop Kenny High,1055 Kingman/Blr Rm,Jacksonville,FL,32207,Continental,1960
Putnam Hotel,225 W New York Avenue/Bsmt,Deland,FL,32720,Pacific Steel,1960
Putnam Hotel,225 W New York Avenue/Bsmt,Deland,FL,32720,Pacific Steel,1960
Putnam Hotel,225 W New York Avenue/Bsmt,Deland,FL,32720,Pacific Steel,1960
St. Peter'S Catholic Church,359 New York Ave/Blr Rm,Deland,FL,32720,Tenre Haute,1960
Copa Cabana Beach Motel,1201 S Atlantic Ave/Blr Rm/Eng,Daytona Beach,FL,32118,Crane,1960
Andrew Jackson High School,3816 Main Street #35/Blr Rm,Jacksonville,FL,32206,National Us Radiator(4'2,1960
First Baptist Church,102 E Cedar Ave/Sanctuary Blrm,Crestview,FL,32536,A O Smith Water Products Co,1960
First Baptist Church,102 E Cedar/E 135,Crestview,FL,32536,Carrier,1960
Second Presbyterian Church,1400 N Federal Highway/Blrm,Ft Lauderdale,FL,33304,Weil Mclain,1960
Redondo Elementary,18480 Sw 304Th St/Redondo Es,Homestead,FL,33030,B E & S,1960
North Miami Senior High/200 Wing South,800 Ne 137Th Street,Miami,FL,33161,Cliff Terre Haute,1960
Hialeah Senior High,251 E 47 St/Blrm 2/Hialeah Hs,Hialeah,FL,33013,Cleaver Brooks,1960
Florida City Elementary,364 Nw 6Th /Florida City Es,Florida City,FL,33034,B E & S,1960
Mays Middle School,11700 Hainlin Ml/May Ms/Blrm 1,Miami,FL,33170,Continental,1960
Charles Drew Resource Center,2600 Nw 9Th Ct/Blrm/Chas Drew,Pompano Beach,FL,33060,Continental,1960
Kinlock Park Elementary School,4275 Nw 1St St/Kinlock Park Es,Miami,FL,33126,Burnham,1960
Deerfield Beach Middle School,701 Se 6Th Ave/Blr Rm,Deerfield Beach,FL,33441,B E & S,1960
Deerfield Beach Middle School,701 Se 6Th Ave/Blr Rm,Deerfield Beach,FL,33441,Continental B.E. & S.,1960
South Area Alternative Center,1050 Nw 7 Court/Blr Rm,Hallendale,FL,33009,Continental (Be&S),1960
Lake Forest Elementary School,3550 Sw 48Th Avenue/Blr Rm,Hollywood,FL,33023,Kewanee,1960
Driftwood Elementary School,2700 Nw 69Th Ave/Blr Rm,Hollywood,FL,33024,B E & S,1960
Dilard High/Mechanical Rm/Engineering,2501 Nw 11 St (Early Renew C Yeatman),Ft Lauderdale,FL,33311,Be&S Continental,1960
Gp Woods Memorial Hospital/M&S Bldg,5847 Sr 31/Engineering,Arcadia,FL,34266,Cleaver Brooks,1960
Gp Woods Memorial Hospital,5847 Sr 31/M&S Bldg,Arcadia,FL,34266,Cleaver Brooks,1960
Evans High School,4949 Silver Star Rd/Evans Hs,Orlando,FL,32808,Weil Mclain,1960
Evans High School,4949 Silver Star Rd/Evans Hs,Orlando,FL,32808,Weil Mclain,1960
Evans High School,4949 Silver Star Rd/Evans Hs,Orlando,FL,32808,Weil Mclain,1960
West Homestead Elementary,1550 Sw 6Th St/W Homestead Es,Homestead,FL,33030,B E & S,1960
Cutler Ridge Middle School,19400 Sw 97Th Ave/Cutler Ridge Ms,Miami,FL,33157,Cleaver Brooks,1960
Coral Reef Elementary School,7955 Sw 152Nd Street/Coral Reef Es,Miami,FL,33157,B E & S,1960
Eccleston Elementary School,1500 Aaron Ave/Eccleston Es,Orlando,FL,32811,Weil Mclain,1960
Love And Faith Ministries,1500 Miccosukee/Blr Rm,Tallahassee,FL,32301,American Standard,1960
St Paul Parish,2609 Park Street/Bsmt Blrm,Jacksonville,FL,32223,Crane,1960
First Presbyterian Church,33 E Gregory/Blrm Attic,Pensacola,FL,32501,American Standard,1960
Bank Of America,231 S Ridgewood Dr//Blrm/Engineering,Sebring,FL,33870,Burnham,1960
Chubbs Alternative School,1100 E Cervantes/Basement,Pensacola,FL,32501,Us Standard,1960
Scenic Heights Elementary,3801 Cherry Laurel Dr/Scenic Hghts Es,Pensacola,FL,32504,Continental,1960
Largo Senior High School,410 Missouri Ave/Largo Hs,Largo,FL,33770,Bryan,1960
Largo Senior High,410 Missouri Ave/Largo Hs,Largo,FL,33770,National,1960
Largo High High,410 Missouri Ave/Largo Hs/Gym,Largo,FL,33770,Dewey Shepard,1960
Lincoln Elementary/Reg 4/Blr Rm,1207  Renfro St/Gary Bailey,Plant City,FL,33566,Weil Mclain,1960
Lutz Elementary/Blr Rm/Gary Bailey,202 5Th Avenue Se,Lutz,FL,33549,Weil Mclain,1960
(Old) Meadowland Elementary/Blr Rm,230 Minton Road,Melbourne,FL,32901,Kewanee,1960
Jenkins Middle School,North 19Th Street,Palatka,FL,32177,H B Smith,1960
Summer Brook Healthcare Center,5377 Moncrief Road/Roof,Jacksonville,FL,32218,Edwards,1960
Summer Brook Healthcare Center,5377 Moncrief Road/Roof,Jacksonville,FL,32209,Edwards Engineering,1960
Montgomery Bldg,264 Ne Hernando Ave/Montgomery/Bsmt,Lake City,FL,32055,American Standard,1960
Christ Episcopal Church/Blr Rm,4030 Manatee Ave West,Bradenton,FL,34209,Kewanee,1960
Lyman High School/Mech Rm,865 S Cr 427,Longwood,FL,32750,Orr-Sem,1960
Lyman High School/Mech Rm,865 S Cr 427,Longwood,FL,32750,Orr-Sem,1960
First Church Of Christ Scientist,2100 Main Street/Blrm,Sarasota,FL,34237,Weil Mclain,1960
Daytona Bus Garage,800 S Clyde Morris Blvd/Bus Garage,Daytona Beach,FL,32114,Weil Mclane,1960
Makai Motel/Engineering/Blr Rm,707 S Atlantic Ave,Ormond Beach,FL,32176,National Us,1960
Fs Tucker Elementary,3500 Douglas Rd/Blrm/Tucker Ele,Miami,FL,33133,Cleaver Brooks,1960
Ojus Elementary,18600 W Dixie Hwy/Blrm/Ojus Ele,Miami,FL,33160,Kewanee,1960
Norland Middle School,1235 Nw 192Nd Ter/Norland Ms,Miami,FL,33169,Cleaver Brooks,1960
Holiday Inn Cocoa Beach/Blr Rm Main,1300 Atlantic St N/Engineering,Cocoa Beach,FL,32931,Rite,1960
Walker Elementary School,1001 Nw 4Th St/Blrm,Ft. Lauderdale,FL,33311,Continental,1960
Rock Island Elementary,2301 Nw 26Th St/Rock Island Es,Ft. Lauderdale,FL,33311,Continental,1960
Leesburg High,1401 W Meadow Dr/Leesburg H S,Leesburg,FL,34748,Weil Mclain,1960
Capital City Bank,504 Monument/Upstairs,Port St Joe,FL,32453,Hydrotherm,1960
Mary Help Of Christian School,6400 E Chelsea St/Engineering,Tampa,FL,33610,Kewanee,1960
First Presbyterian Church,304 N Madison Street/Blrm,Quincy,FL,32351,Heat Pak,1960
First Baptist Church,102 E Cedar St/E106,Crestview,FL,32536,American Standard,1960
Trinity United Methodist,306 W Wisconsin/Blr Rm,Deland,FL,32720,Aldrich,1960
Madison Middle School/Blr Rm,1600 Mosley Hall Road,Madison,FL,32340,Spencer,1960
Madison Middle School,1600 Mosley Hall Road/Blr Rm,Madison,FL,32340,Kewanee,1960
Madison Middle School/Blr Rm,1600 Mosley Hall Road,Madison,FL,32340,Kewanee,1960
Havana Elementary,705 Us 27 S/Havana Es/Blrm,Havana,FL,32333,Peerless,1960
St Johns Elementary,4463 Bainbridge/Cafe Bldg 3,Quincy,FL,32351,American Radiator,1960
Carter Parramore Middle School,631 S Stewart/B-2/Carter Parramorme Es,Quincy,FL,32351,Us American Radiator,1960
Carter Parramore Middle School,631 S Stewart St/Carter Parramorme Es,Quincy,FL,32351,Us American Raditor,1960
Carter Parramore Middle School,631 S Stewart St/Carter Parramore Ms,Quincy,FL,32351,Us American Radiator,1960
Ringling School Of Art & Design,1001 S Tamiami Trail,Sarasota,FL,34236,Kewanee,1960
Riverview High/Blr Rm Bldg 8 124C Boys,1 Ramway(Early/Leo Gavel,Sarasota,FL,34233,Pvi Industries,1960
Riverview High,1 Ram Way/Riverview Hs/Gym,Sarasota,FL,34233,Cliff Steel,1960
Golden Colliran,207 Nw 2Nd St,Ocala,FL,34474,N/A,1960
Marion Correctional/Laundry Blr Rm,11120 Nw Gainesville Rd/Engineering,Lowell,FL,32663,Ames,1961
St. Joseph Hospital/Blr Rm,2500 Harbor Blvd Ne/Ed Shone,Port Charlotte,FL,33952,York Shipley,1961
St Joseph Hospital/Blr Rm,2500 Harbor Blvd Ne/Ed Shone,Port Charlotte,FL,33952,York Shipley,1961
Doral Golf Resort & Spa,4400 Nw 87Th/Clubhse Blrm,Miami,FL,33178,Erie City,1961
Doral Golf Resort And Spa,4400 Nw 87 Ave/Blr Rm,Doral,FL,33178,Erie City,1961
Everglades Hotel,244 Biscayne Blvd/Blr Rm,Miami,FL,33132,Cleaver Brooks,1961
Everglades Hotel,244 Biscayne Blvd/Blr Rm,Miami,FL,33132,Cleaver Brooks,1961
Holy Name Priory/Laundry,201 - 315 E College Ave/Laundry Bldg.,San Antonio,FL,33574,Fulton,1961
Marion Correctional/Engineering,11120 Nw Gainesville Rd/Laundry,Lowell,FL,32663,Cleaver Brooks,1961
Trinity Lutheran Church,1415 South Mcduff Ave,Jacksonville,FL,32205,Pebbco,1961
May Middle School,11700 Hainlin Ml/May Ms Blr 3,Miami,FL,33170,Cleaver Brooks,1961
May Middle School,11700 Hainlin Ml /May  Ms Blr 2,Miami,FL,33170,Cleaver Brooks,1961
Young Nathan Elementary,14120 Nw 24 Ave/Young Nathan Es,Opa Locka,FL,33054,Terre Haute (Cliff),1961
M A Milan Elementary,6020 W 16Th Ave/M.A Milan Es,Hialeah,FL,33012,Terre Haute,1961
Driftwood Middle School,2751 Nw 70Th Ter/Driftwood Ms,Hollywood,FL,33024,Kewanee,1961
Edgewater High School,3100 Edgewater Dr/Rm 412,Orlando,FL,32804,National,1961
Richmond Heights Middle School,15015 Sw 103Rd Ave/Richard Heights Ms,Miami,FL,33176,B E & S,1961
Howard Drive Elementary School,7750 Sw 136Th St/Howard Drive Es,Miami,FL,33156,Kewanee,1961
Palmetto Middle School,7351 Sw 128 St/Palmetto Ms,Miami,FL,33156,Cleaver Brooks,1961
Snapper Creek Elementary,10151 S.W. 64 Street/Blr Rm,Miami,FL,33173,Kewanee,1961
Beverly Shores Elementary,1108 W Griffin Rd/Blr Rm,Leesburg,FL,34748,Natco,1961
Early Learning Coalition,230 Beach Street/Blrm,Daytona Beach,FL,32114,Cleaver Brooks,1961
City Tampa Police,411 N Franklin St/Ph,Tampa,FL,33602,Us Radiator,1961
Time Union Center,300 W Water St/Time Union Ctr,Jacksonville,FL,32202,Cleaver Brooks,1961
Time Union Center,300 W Water St/Time Union Ctr,Jacksonville,FL,32202,Cleaver Brooks,1961
Satellite High School,300 Second Ct/Satellite Hs,Satellite Beach,FL,32937,Burnham,1961
Satellite High School,300 Second Ct/Blrm/Satellite Hs,Satellite Beach,FL,32937,Burnham,1961
St Leo University,33501 Sr 52 W/Crawford Bldg,St. Leo,FL,33574,Aldrich,1961
Rickards High,3013 Jim Lee Rd/Blr Rm,Tallahassee,FL,32301,Patterson Kelly,1961
Leon High School,550 E Tennessee St/Leon Hs,Tallahassee,FL,32308,Cleaver Brooks,1961
Leon High School,550 E Tennessee St/Leon Hs,Tallahassee,FL,32308,Cleaver Brooks,1961
Croomes School Of Choice,2200 W 13Th Street/Mech Rm,Sanford,FL,32771,Cyclotherm,1961
Wachovia Corporation,214 Hogan St/11Th Flr Blrm,Jacksonville,FL,32202,Titusville,1961
Wachovia Corporation,214 Hogan/11Th Flr Blrm,Jacksonville,FL,32202,Titusville,1961
 Baptist Church Of Orlan,120 E Pine St/Blr Rm,Orlando,FL,32810,American,1961
Best Western/Blr Rm,110 S Orlando Ave,Winter Park,FL,32789,Weil Mclain,1961
Margate Elementary School,6300 Nw 18 St/Blrm/Margate Ele,Margate,FL,33063,Continental,1961
North Twin Lakes Elementary,625 W 74 Pl/Blrm/N Twin Lakes Ele,Hialeah,FL,33014,Kewanee,1961
Day'S Inn/Blr Rm,710 N Palafox St/Engineering,Pensacola,FL,32501,Ajax,1961
Days Inn/Blr Rm(Per Mm Issue 7/27/01),710 N Palafox St(#018 Cv 2/01),Pensacola,FL,32501,Ajax,1961
Net Quincy,320 W Jefferson/Bsmt,Quincy,FL,32351,Aldrich - Heat Pak,1961
Jefferson Davis Middle School,1560 Kirk Rd/Blr Rm,West Palm Beach,FL,33406,Continental,1961
Westward Elementary School,1101 Golf Ave/2Nd Floor Blr Rm,West Palm Beach,FL,33401,Heat Pak,1961
Golden Colliran,207 Nw 2Nd St,Ocala,FL,34474,N/A,1961
Palm Dry Cleaners,14616 Livingston Ave(,Tampa,FL,33549,Electro Steam,1962
Children & Families  Gulf Coast,5820 Buckingham Rd/Stm Plt,Ft Myers,FL,33905,Cleaver Brooks,1962
Holy Cross Hospital,4725 N Federal Hwy/Blr Rm,Ft Lauderdale,FL,33308,York Shipley,1962
Indian Creek Country Club/Blr Rm,Indian Creek Village #55,Miami Beach,FL,33154,Cleaver Brooks,1962
Wyndham Miami Beach Resort,4833 Collins Avenue/Blrm,Miami Beach,FL,33140,Cyclotherm,1962
Wyndham Miami Beach Resort,4833 Collins Avenue/Blr Rm,Miami Beach,FL,33140,Cyclotherm,1962
Halifax Medical Center,303 N Clyde Morris/Blr Plant,Daytona Beach,FL,32114,Titusville,1962
Halifax Medical Center,303 N Clyde Morris/Blr Plant,Daytona Beach,FL,32114,Titusville,1962
60 Minute Cleaners,1111 E Palmetto Avenue,Melbourne,FL,32901,B E & S,1962
St Joseph'S Baptist Health Care,3001 Mlk Blvd/Cep Blrm,Tampa,FL,33610,Cleaver Brooks,1962
Dean Foods - Mcarthur Dairy,6851 Ne 2Nd Ave,Miami,FL,33138,Cleaver Brooks,1962
East Hill Christian School,1301 E Gadsden/Blr Rm,Pensacola,FL,32501,Peerless,1962
East Hill Baptist Church,912 Miccosukee/Blr Rm,Tallahassee,FL,32303,Aldrich,1962
The Miami Herald,1 Herald Plz/Blr Rm,Miami,FL,33132,York Shipley,1962
Mcclatchy Co - Miami Herald Publishing,1 Herald Plaza/Blrm Top Fl,Miami,FL,33132,York Shipley,1962
Darnell Cookman Middle School,1701 Davis St/Blr Rm/#145,Jacksonville,FL,32209,Superior Steam,1962
Terry Parker Senior High #86,7301 Parker School Rd/Gym Blrm/#86,Jacksonville,FL,32211,Weil Mclain,1962
San Mateo Elementary #218,600 Baisden Road/Blr Rm,Jacksonville,FL,32218,Cleaver Brooks,1962
Broadmoor Elementary,3401 Nw 83Rd St/Broadmoor Es,Miami,FL,33147,Mt Hawley,1962
Miami Carol City Sr High School,3422 Nw 187Th Street,Miami,FL,33055,Continental,1962
Glades Middle School,9451 Sw 64 St/Glades Ms,Miami,FL,33173,B.E. & S. Co,1962
Wauchula Elementary,400 S Florida/Hardee/Wauchula Es,Wauchula,FL,33873,Weil Mclain,1962
Kaley Elementary,1600 E Kaley Ave/Blrm/Kaley Es,Orlando,FL,32812,Weil Mclain,1962
Kaley Elementary,1600 E Kaley Ave/Blrm/Kaley Es,Orlando,FL,32812,Weil Mclain,1962
Richmond Heights Middle School,15015 Sw 103Rd Ave/Richard Heights Ms,Miami,FL,33176,B E & S,1962
Faith Presbyterian Church,2200 N Meridian/Blr Rm,Tallahassee,FL,32303,Aldrich,1962
Immanuel Lutheran Church,24 West Wright Street/Blr Rm,Pensacola,FL,32501,Weil Mclain,1962
Keswick Christian School,10101 54Th Avenue North/Chapel Blr Rm,St Petersburg,FL,33708,National Us,1962
Rufus Payne Elementary #163,6725 Hema Rd /Blrm/#163,Jacksonville,FL,32209,Cleaver Brooks,1962
Martin L. King Elementary #220,8801 Lake Placid Dr/Blrm/#220,Jacksonville,FL,32208,Cleaver Brooks,1962
Abs Laura Street Llc,100 Laura Street/9Th Fl Mech,Jacksonville,FL,32202,Cleaver Brooks,1962
Fessenden Elementary,4200 Nw 90Th/Gym/Fessenden Es,Ocala,FL,34482,B E & S,1962
Ward Highland Elementary,537 Se 36 Ave/Main Blr Rm,Ocala,FL,34471,Cleaver Brooks,1962
Vernon High/Gym Blr Rm,210 Jackson Ave,Vernon,FL,32462,Kewanee,1962
Mclane Middle School,306 N Knights/Boy'S Pe Blr Rm,Brandon,FL,33510,Midco,1962
The First Baptist Church Of Clearwater,331 Cleveland Street/Eb2 Blr Rm,Clearwater,FL,34615,Aldrich,1962
Gibbs High,850 34Th St S/Blr Rm,St Petersburg,FL,33711,Burnham,1962
Orange Grove Magnet,3416 16Th St / Blrm,Tampa,FL,33605,Weil Mclain,1962
Kenly Elementary,2909 66Th St/Blr Rm,Tampa,FL,33619,Weil Mclain,1962
Kenly Elementary,2909 66Th St/Kitchen,Tampa,FL,33619,Bryan,1962
Mellon Elementary/B Wing 07008,301 Mellon Road/Engineering,Palatka,FL,32177,Weil Mclain,1962
University Of Miami,Pearson Hall Dormitory,Coral Gables,FL,33124,Pacific Crane,1962
University Of Miami,Pearson Hall Dormitory,Coral Gables,FL,33146,Pacific Crane,1962
University Of Miami,Pearson Hall Dormitory,Coral Gables,FL,33146,Pacific Crane,1962
New Smyrna High,100 Barracuda/Blr Rm,New Smyrna Beach,FL,32169,Weil Mclain,1962
New Smyrna High,100 Barracuda/Blr Rm,New Smyrna  Beach,FL,32169,Weil Mclain,1962
Deland Senior High School,800 N Hill Ave/Gym,Deland,FL,32724,National Us Radiator,1962
Palm Beach Gardens Elementary School,10060 Riverside Dr/Blr Rm,Palm Beach Gardens,FL,33410,Continental,1962
Swanholm Nursing Care Facility,6200 Central Ave/1St Flr Blr Rm,St Petersburg,FL,33707,National,1962
Parkway Baptist Church,1410 E Indianhead/Blr Rm,Tallahassee,FL,32301,Cyclotherm,1962
Miami Senior High School,2450 Sw 1St St/Kitchen/Miami Hs,Miami,FL,33135,A O Smith Water Products Co,1962
North County Elementary,3250 Nw 207 St/Blr Rm,Miami,FL,33055,Cleaver Brooks,1962
Charlotte High,1250 Cooper St/Blr Rm,Punta Gorda,FL,33950,Ray Burner,1962
Four Points Sheraton,151 E Washington/Mech Rm,Orlando,FL,32801,Cleaver Brooks,1962
Metropolitan At Lake Eola Condo,151 E Washington/Mech Rm,Orlando,FL,32839,Cleaver Brooks,1962
Stranahan High,1800 Sw 5Th Place/Stranahan Hs,Ft. Lauderdale,FL,33312,Continental,1962
Gill Jones  Office Bldg,3425 Lake Alfred Road/Blr Rm,Winter Haven,FL,33881,Cleaver Brooks,1962
Lexington Health & Rehab,6300 46Th Ave/Nh Blr Rm,Kenneth City,FL,33709,Weil Mclain,1962
Charlotte High,1250 Cooper St/Blr Rm,Punta Gorda,FL,33950,Weil Mclain,1962
Silver Bluff Elementary,2609 Sw 25 Ave/Blrm/Silver Bluff Es,Miami,FL,33133,Kewanee,1962
Nathaniel Powell Stadium,11380 Nw 27Th Ave/Nathaniel Powell Sta,Miami,FL,33167,Midco,1962
South Hialeah Elementary,265 E 5Th St/South Hialeah Es/Htg Blrm,Hialeah,FL,33010,Iron Fireman,1962
First United Methodist Church,142 E Jackson Street/Mech Rm,Orlando,FL,32801,American Radiator,1962
First Baptist Church,6797 Caroline Street/Blrm,Milton,FL,32570,American Standard,1962
Marianna Middle School,4144 W South St/Marianna Ms,Marianna,FL,32446,Spencer,1962
Desoto Juvenile Corrections,5871 Se #31/Kit/Desoto Juv,Arcadia,FL,34266,Cyclotherm,1963
Gp Woods Memorial Hospital/Daryl Jones,5847 Sr 31/Applewood Kitchen,Arcadia,FL,34266,Cyclotherm,1963
University Of S Florida,4202 Fowler Ave/Argos,Tampa,FL,33620,Cyclotherm,1963
Famu Heating Plant,1640 Wahnish Way/Blr Hse,Tallahassee,FL,32307,Keeler,1963
Mease Manor Retirement Apts,700 Mease Plaza/Blr Rm,Dunedin,FL,34698,Continental,1963
Mease Manor Retirement Apts,700 Mease Plaza/Blrm,Dunedin,FL,34698,Continental,1963
Morgan Street Jail,1301 N Morgan Street/Blr Rm,Tampa,FL,33606,Continental,1963
Morgan Sreet Jail,1301 N Morgan Street/Blr Lrm,Tampa,FL,33606,Continental,1963
Walker Memorial Hospital/Blr Rm,2501 Us 27 N(Pd 5'6'99 On 12/17/01),Avon Park,FL,33825,Kewanee,1963
Mt Sinai Medical Center,4300 Alton Rd/Main Blr Rm,Miami Beach,FL,33140,Amsco,1963
Coral Reef Beach Resort,5800 Gulf/Blr Rm,St Petersburg Beach,FL,33706,Pacific,1963
Okaloosa County Courthouse,101 E James Lee Blvd/Court Hse,Crestview,FL,32536,Cleaver Brooks,1963
Gardenview Baptist Church,1939 Belvedere St/Blr Rm,Jacksonville,FL,32208,Dewey Shepard,1963
Edward J Healey Rehab & Nursing Ctr,1200 45Th Street No 401/Blrm,West Palm Beach,FL,33407,Hydrotherm,1963
Atlantic Economy Inn/Blr Rm,808 S Atlantic Ave/Engineering,Daytona Beach,FL,32118,Mt Hawley,1963
Parkview Elementary,17631 Nw 20 Ave/Parkview Es,Miami,FL,33056,Cleaver Brooks,1963
Rockway Elementary School,2790 Sw 93 Court/Blrm/Rockway Ele,Miami,FL,33165,Atlantic Steel Boiler,1963
Miami Coral Park Sr High,8865 Sw 16Th St/Mia Coral Pk Shs,Miami,FL,33165,Cleaver Brooks,1963
Miami Coral Park Sr High School,8865 Sw 16Th St/Miami Coral Pk Hs,Miami,FL,33165,Cleaver Brooks,1963
Village Green Elementary,12265 Sw 34Th St/Vil Green Es,Miami,FL,33175,B.E. & S Co,1963
Nova High School,3600 College Ave/Nova Hs,Davie,FL,33314,Raypak,1963
Nova High School,3600 College Ave/Nova Hs,Davie,FL,33314,Raypak,1963
Pompano Beach Middle School,310 Ne 6Th/Pompano Bch Ms,Pompano Beach,FL,33060,B E & S Continental,1963
Aloma Elementary School,2949 Scarlet Road/Aloma Es,Winter Park,FL,32792,Weil Mclain,1963
Aloma Elementary School,2949 Scarlet Road/Alokma Es,Winter Park,FL,32792,Weil Mclain,1963
Miami Heights Elementary,17661 Sw 117Th Ave/Blrm/Miami Hgts Ele,Miami,FL,33177,Cleaver Brooks,1963
Richmond Heights Elementary,16929 Sw 104Th Ave/Richmond Heights Es,Miami,FL,33157,B E & S,1963
Johns Building/Jerome Vantyre,725 S Bronough St/Bsmt/Johns Bldg,Tallahassee,FL,32399,Kewanee,1963
Fuller Warren Bldg,215 N Market St/Fuller Warren/Blrm,Jacksonville,FL,32202,Cleaver Brooks,1963
Hollywood Hills Nursing Home,1200 N 35Th Ave/Blr Rm/Engineering,Hollywood,FL,33021,Bryan,1963
Hollywood Hills Nursing Home/Blr Rm,1200 N 35Th Ave/Chief Engineer,Hollywood,FL,33021,Bryan(Due 10'01#9),1963
St Paul United Methodist,1591 Highland Ave,Melbourne,FL,32901,Pacific,1963
Life Of The South Building,100 W Bay St/7Th Floor Mech Rm,Jacksonville,FL,32202,Power Master,1963
Stanton College Prep#153,1149 W 13Th St/Blrm 606 #153,Jacksonville,FL,32209,National,1963
Stanton College Prep#153,1149 W 13Th St/Blrm/#153,Jacksonville,FL,32209,H B Smith,1963
Stanton College Prep#153,1149 W 13Th St /Blrm/#153,Jacksonville,FL,32209,H B Smith,1963
North Marion High,151 W Cr 329/Blrm/N Marion Hs,Citra,FL,32113,Cleaver Brooks,1963
North Marion High,151 W Cr 329/Blrm/N Marion Hs,Citra,FL,32113,Cleaver Brooks,1963
Belleview Elementary,5556 Se Agnew Rd/Blrm/Belleview Ele,Belleview,FL,34420,Cleaver Brooks,1963
The Alexander Condominium/Blr Rm,5225 Collins Ave,Miami Beach,FL,33140,York Shipley,1963
The Alexander Condominium/Blr Rm,5225 Collins Ave/Engineering,Miami Beach,FL,33140,York Shipley,1963
Sabel Elementary,1400 Wickham Rd/Blrm/Sabel Es,Melbourne,FL,32901,Bryan,1963
Sabel Elementary,1400 Wickham Rd/Sabel Es,Melbourne,FL,32901,Bryan,1963
William Island Ocean Club Hotel/Blr Rm,17875 Collins Ave,Miami Beach,FL,33160,Cleaver Brooks,1963
